stratum_id,label,outcome,metric,x,density,note
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,147330.62162336576,2.007754863966387e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,181198.27676551847,2.0399885890389423e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,215065.9319076712,2.0083879042560977e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,248933.58704982395,1.895777502269003e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,282801.24219197663,1.757350673190157e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,316668.8973341294,1.651825567104061e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,350536.5524762821,1.514956792799675e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,384404.20761843486,1.3745762019693637e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,418271.86276058754,1.2489847869013952e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,452139.5179027403,1.1263011807792e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,486007.173044893,1.0073701464819999e-06,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,519874.8281870457,8.956932886607494e-07,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,553742.4833291984,7.899570530175388e-07,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,587610.1384713512,6.934738466885097e-07,bins are display-only; KDE from continuous Monte Carlo draws
tamil_cant_afford_nonmetro_none,Tamil · cannot afford private · non-metro · no prep,engineering,annual_if_employed_kde,621477.7936135039,6.119124227156091e-07,bins are display-only; KDE from continuous Monte Carlo draws
