source_file,round,sno,rank,allotted_quota,allotted_institute,course,allotted_category,candidate_category,remarks
019_final_result_round_3_ug_counselling_2024.pdf,3,2043,18964,All India,"GOVERNMEN T MEDICAL COLLEGE, LATUR,Gover nment Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,Open,EWS,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2044,18966,All India,"GOVERNMEN T MEDICAL COLLEGE, RAJOURI,Gov ernment Medical College, Kheora, Mehra, Rajouri, Jammu and Kashmir., Jammu And Kashmir, 185131",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2045,18968,All India,"Autonomous State Medical College, Lalitpur, U.P,Amarpur Galla Mandi Jhansi Road Lalitpur, Uttar Pradesh, 284403",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2046,18973,All India,"GMERS Medical College, Morbi,Gibson middle school, Opp railway station, Morbi, Gujarat, 363641",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2047,18976,All India,"Autonomous State Medical College Society , Mirzapur,MAA VINDHYAVAS INI AUTONOMOU S STATE MEDICAL COLLEGE PIPARDARH, VISHUNDERP UR, MIRZAPUR, Uttar Pradesh, 231001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2048,18977,All India,"BANKURA SAMMILANI MED COLL,BANKU RA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2049,18980,All India,"Goverment Medical College And Hospital Jalgaon,GOV ERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2050,18986,All India,"Karwar Institute of Medical Sciences, Karwar,DISTR ICT HOSPITAL PREMISES, MG ROAD, KARWAR, Karnataka, 581301",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2051,18987,All India,"GMC Jangaon,gmc.j angaon@gmai l.com, Telangana, 506167",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2052,19001,All India,"Siddartha Medical College, Vijayawada,Be side New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2053,19002,All India,"ASSAM MEDICAL COLLEGE, DIBRUGARH, Borbari, Dibrugarh, Assam, 786002",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2054,19003,All India,"GUNTUR MEDICAL COLLEGE, GUNTUR,Kan navarithoa Opp. NGOs Association Building, Andhra Pradesh, 522004",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2055,19006,All India,"Autonomous State Medical College Society , Mirzapur,MAA VINDHYAVAS INI AUTONOMOU S STATE MEDICAL COLLEGE PIPARDARH, VISHUNDERP UR, MIRZAPUR, Uttar Pradesh, 231001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2056,19013,All India,"ACSR Govt Medical College, Nellore,OPP. TO AC SUBBA REDDY STADIUM DARGAMITTA NELLORE SPSR NELLORE DISTRICT, ANDHRA PRADESH, Andhra Pradesh, 524004",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2057,19015,All India,"Barasat Government Medical College & Hospital, West Bengal,80 Jessore Road Banamalipur JL NO 80and Uttorhat JL no 78 Barasat North Twenty Four Parganas 700124, West Bengal, 700124",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2058,19024,All India,"Autonomous State Medical College Society , Mirzapur,MAA VINDHYAVAS INI AUTONOMOU S STATE MEDICAL COLLEGE PIPARDARH, VISHUNDERP UR, MIRZAPUR, Uttar Pradesh, 231001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2059,19029,All India,"Goverment Medical College, Bettiah,Gover nment Medical College Bettiah West Champaran Bihar- 845438, Bihar, 845438",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2060,19030,All India,"Autonomous State Medical College , Fatehpur,Auto nomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",MBBS,EWS,EWS,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2061,19035,All India,"Government Medical College Satna ,Near Kendriya Vidyalaya No. 2, Kripalpur Satna, Madhya Pradesh, 485001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2062,19040,All India,"Government Medical College Khaleelwadi,R .P.Road, Near Bustand, Khaleelwadi Nizamabad, Telangana, 503001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2063,19043,All India,"NORTH BENGAL MED.COLL,D ARJEELING,S ushruta Nagar, Darjeeling., West Bengal, 734012",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2064,19045,All India,"Government Medical College Satna ,Near Kendriya Vidyalaya No. 2, Kripalpur Satna, Madhya Pradesh, 485001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2065,19051,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJO GAI,SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2066,19054,All India,"Government Medical College, Nagarkurnool, Sy no. 237, Uyyalawada village, Nanagarkurno ol, Telangana, 509209",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2067,19056,All India,"Autonomous State Medical College Society , Mirzapur,MAA VINDHYAVAS INI AUTONOMOU S STATE MEDICAL COLLEGE PIPARDARH, VISHUNDERP UR, MIRZAPUR, Uttar Pradesh, 231001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2068,19057,All India,"Government Medical College, Mahabubanga r,Government Medical College Mahabubnaga r,Thirumala Hills, Edira Village.Mahab ubnagar, Telangana, 509002",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2069,19060,All India,"Government Medcial College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA., Maharashtra, 441601",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2070,19068,All India,"VIJAYNAGAR INST OF MED. SC,BELLARY, Cantonment, Ballari, Karnataka, 583104",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2071,19073,All India,"C. Institute of Medical Sciences, Chamarajanag ar,SY NO.124, YEDAPURA VILLAGE , KASABA HOBLI, CHAMARAJA NAGARA TALUK AND DISTRICT, Karnataka, 571313",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2072,19076,All India,"Mursidabad M C & Hospital, Mursidabad,S TATION ROAD, P.O. AND P.S. BERHAMPOR E, DIST. MURSHIDAB AD, West Bengal, 742101",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2073,19081,All India,"BANKURA SAMMILANI MED COLL,BANKU RA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2074,19082,All India,"GUNTUR MEDICAL COLLEGE, GUNTUR,Kan navarithoa Opp. NGOs Association Building, Andhra Pradesh, 522004",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2075,19088,All India,"GOVERNMEN T MEDICAL COLLEGE, LATUR,Gover nment Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2076,19090,All India,"Autonomous State Medical College Society , Mirzapur,MAA VINDHYAVAS INI AUTONOMOU S STATE MEDICAL COLLEGE PIPARDARH, VISHUNDERP UR, MIRZAPUR, Uttar Pradesh, 231001",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2077,19096,All India,"KURNOOL MEDICAL COLLEGE, KURNOOL,BU DHAWARPET , KURNOOL., Andhra Pradesh, 518002",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2078,19099,All India,"Sri Jagannath Medical College & Hospital, Puri,BALIGUA LI SAMANGARA PURI PIN 752004 (ODISHA), Odisha, 752004",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2079,19111,All India,"Karwar Institute of Medical Sciences, Karwar,DISTR ICT HOSPITAL PREMISES, MG ROAD, KARWAR, Karnataka, 581301",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2080,19121,All India,"Goverment Medical College, Bettiah,Gover nment Medical College Bettiah West Champaran Bihar- 845438, Bihar, 845438",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2081,19122,All India,"Goverment Medical College And Hospital Jalgaon,GOV ERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2082,19123,All India,"Government Medical College, Kanker, Chhattisgarh,L ate Smt. Indira Gandhi Memorial Government Medical College, Kanker, Chhattisgarh, Chhattisgarh, 494334",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2083,19124,All India,"Goverment Medical College, Bettiah,Gover nment Medical College Bettiah West Champaran Bihar- 845438, Bihar, 845438",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2084,19125,All India,"UNS AUTONOMOU S STATE MEDICAL COLLEGES, Jaunpur,UNS AUTONOMOU S STATE MEDICAL COLLEGE SIDDIQUEPU R SHAHGANJ ROAD JAUNPUR UP, Uttar Pradesh, 222003",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2085,19132,All India,"GOVERNMEN T MEDICAL COLLEGE PURNEA,govt. mcpurnea@g mail.com, Bihar, 854301",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2086,19133,All India,"Government Medical College, Anantnag,veri nag Road Dialgam Anantnag 192210, Jammu And Kashmir, 192210",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2087,19144,All India,"GOVERNMEN T MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA,GOV ERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2088,19147,All India,"GOVERNMEN T MEDICAL COLLEGE, AKOLA,Collec tor Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2089,19149,All India,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.B husaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2090,19150,All India,"Govt. Medical College, Udhampur,Dh ar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2091,19151,All India,"NORTH BENGAL MED.COLL,D ARJEELING,S ushruta Nagar, Darjeeling., West Bengal, 734012",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2092,19152,All India,"SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL, HAZARIBAG ( Formerly called as- Hazaribagh Medical College, Hazaribag),NE AR CENTRAL JAIL, HAZARIBAG, Jharkhand, 825301",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2093,19160,All India,"Autonomous State Medical College, Kanpur Dehat, Uttar Pradesh,Kumb hi, Akabarpur, Kanpur Dehat U.P., Uttar Pradesh, 209101",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2094,19162,All India,"Govt. Medical College, Udhampur,Dh ar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2095,19169,All India,"Rangaraya Medical College, Kakinada,PIT HAPURAM ROAD, KAKINADA, Andhra Pradesh, 533003",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2096,19170,All India,"Government Medical College, Nagapattinam, NO.1,MANAL MEDU, ORATHUR VILLAGE, NAGAPATTIN AM TK, NAGAPATTIN AM DISTRICT, Tamil Nadu, 611108",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2097,19174,All India,"Government Medical College, Nagapattinam, NO.1,MANAL MEDU, ORATHUR VILLAGE, NAGAPATTIN AM TK, NAGAPATTIN AM DISTRICT, Tamil Nadu, 611108",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2098,19181,All India,"MG Inst. of Medical Sciences, Sevagram Wardha,VILLA GE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHT RA 442102, Maharashtra, 442102",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2099,19191,All India,"ASSAM MEDICAL COLLEGE, DIBRUGARH, Borbari, Dibrugarh, Assam, 786002",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2100,19198,All India,"Rajiv Gandhi Institute Medical Sce of Adilabad,MAI N ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE- 504001, Telangana, 504001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2101,19200,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJO GAI,SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2102,19202,All India,"Government Medical College, Seoni, Madhya Pradesh,Gove rnment Medical College, Kandipaar Village, Seoni, Madhya Pradesh, 480661",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2103,19205,All India,"Autonomous State Medical College, Lalitpur, U.P,Amarpur Galla Mandi Jhansi Road Lalitpur, Uttar Pradesh, 284403",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2104,19206,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJO GAI,SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2105,19209,All India,"Autonomous State Medical College, Ghazipur,Princ ipal Prashasnik Bhawan MV Autonomous State Medical College RTI Chauraha Ghazipur, Uttar Pradesh, 233001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2106,19212,All India,"Baba Kinaram Autonomous State Medical College, Chandauli,Bab a kinaram autonomous state Medical college , Naubatpur ,Chandauli, Uttar Pradesh, 232110",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2107,19215,All India,"Government Medical College, Nagapattinam, NO.1,MANAL MEDU, ORATHUR VILLAGE, NAGAPATTIN AM TK, NAGAPATTIN AM DISTRICT, Tamil Nadu, 611108",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2108,19220,All India,"Govt. Medical College, Udhampur,Dh ar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2109,19224,All India,"SH VASANT RAO NAIK GOVT.M.C.,Y AVATMAL,CIV IL LINES YAVATMAL, Maharashtra, 445001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2110,19227,All India,"ESIC Medical College AND PGIMSR, Chennai,ASH OK PILLAR ROAD KK NAGAR CHENNAI, Tamil Nadu, 600078",MBBS,EWS,EWS,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2111,19228,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJO GAI,SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2112,19230,All India,"Lt. B R K Government Medical College, Jagdalpur,LAT E BALIRAM KASHYAP MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR DIST- BASTAR, Chhattisgarh, 494001",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2113,19239,All India,"Autonomous State Medical College, Ghazipur,Princ ipal Prashasnik Bhawan MV Autonomous State Medical College RTI Chauraha Ghazipur, Uttar Pradesh, 233001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2114,19255,All India,"Govt. Medical College and Hospital, Chandrapur,G OVT. MEDICAL COLLEGE CHANDRAPU R, RAM NAGAR, CHANDRAPU R, Maharashtra, 442401",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2115,19256,All India,"BANKURA SAMMILANI MED COLL,BANKU RA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2116,19259,All India,"Rangaraya Medical College, Kakinada,PIT HAPURAM ROAD, KAKINADA, Andhra Pradesh, 533003",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2117,19261,All India,"ACSR Govt Medical College, Nellore,OPP. TO AC SUBBA REDDY STADIUM DARGAMITTA NELLORE SPSR NELLORE DISTRICT, ANDHRA PRADESH, Andhra Pradesh, 524004",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2118,19262,All India,"Goverment Medical College, Bettiah,Gover nment Medical College Bettiah West Champaran Bihar- 845438, Bihar, 845438",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2119,19265,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJO GAI,SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2120,19271,All India,"Government Medical College, Ananthapuram ,OPP EE R AND B OFFICE SAI NAGAR ANANTAPUR AM, Andhra Pradesh, 515001",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2121,19272,All India,"Jannayak Karpoori Thakur Medical college and Hospital, Madhepura,JA JHAT SABAILA SINGHESHW AR ROAD DISTRICT MADHEPURA , Bihar, 852128",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2122,19275,All India,"SH VASANT RAO NAIK GOVT.M.C.,Y AVATMAL,CIV IL LINES YAVATMAL, Maharashtra, 445001",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2123,19281,All India,"Lt. L A M Govt. Medical College, Raigarh,T.V.T ower road, Bendrachua, Raigarh, Chhattisgarh, 496001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2124,19283,All India,"BANKURA SAMMILANI MED COLL,BANKU RA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2125,19284,All India,"Autonomous State Medical College, Gonda,Chhav anni Sarkar Infront of Circuit House Gonda, Uttar Pradesh, 271001",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2126,19291,All India,"GOVERNMEN T MEDICAL COLLEGE, AKOLA,Collec tor Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,EWS,EWS,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2127,19294,All India,"GOVERNMEN T MEDICAL COLLEGE, AKOLA,Collec tor Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2128,19295,All India,"BIDAR INSTITUTE OF MEDICAL SCI., BIDAR,BIDAR INSTITUTE OF MEDICAL SCIENCES BIDAR UDGIR ROAD BIDAR- 585401, Karnataka, 585401",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2129,19303,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJO GAI,SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2130,19305,All India,"UNS AUTONOMOU S STATE MEDICAL COLLEGES, Jaunpur,UNS AUTONOMOU S STATE MEDICAL COLLEGE SIDDIQUEPU R SHAHGANJ ROAD JAUNPUR UP, Uttar Pradesh, 222003",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2131,19312,All India,"Government Medical College, Seoni, Madhya Pradesh,Gove rnment Medical College, Kandipaar Village, Seoni, Madhya Pradesh, 480661",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2132,19315,All India,"Autonomous State Medical College, Sultanpur, Uttar Pradesh,Auton omous State Medical College Dubepur Sultanpur, Uttar Pradesh, 227815",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2133,19318,All India,"Government Medical College, Seoni, Madhya Pradesh,Gove rnment Medical College, Kandipaar Village, Seoni, Madhya Pradesh, 480661",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2134,19322,All India,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.B husaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,EWS,EWS,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2135,19323,All India,"SH VASANT RAO NAIK GOVT.M.C.,Y AVATMAL,CIV IL LINES YAVATMAL, Maharashtra, 445001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2136,19329,All India,"RIMS, Ongole,BHAG YANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT, ANDHRA PRADESH, Andhra Pradesh, 523001",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2137,19331,All India,"Gulbarga Institute of Medical Sciences, Gulbarga,Gulb arga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2138,19332,All India,"Autonomous State Medical College, Ghazipur,Princ ipal Prashasnik Bhawan MV Autonomous State Medical College RTI Chauraha Ghazipur, Uttar Pradesh, 233001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2139,19337,All India,"Karwar Institute of Medical Sciences, Karwar,DISTR ICT HOSPITAL PREMISES, MG ROAD, KARWAR, Karnataka, 581301",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2140,19343,All India,"C. Institute of Medical Sciences, Chamarajanag ar,SY NO.124, YEDAPURA VILLAGE , KASABA HOBLI, CHAMARAJA NAGARA TALUK AND DISTRICT, Karnataka, 571313",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2141,19347,All India,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5 Vidyasagar Road Midnapore 721101 Paschim Medinipur, West Bengal, 721101",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2142,19362,All India,"C. Institute of Medical Sciences, Chamarajanag ar,SY NO.124, YEDAPURA VILLAGE , KASABA HOBLI, CHAMARAJA NAGARA TALUK AND DISTRICT, Karnataka, 571313",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2143,19375,All India,"SH VASANT RAO NAIK GOVT.M.C.,Y AVATMAL,CIV IL LINES YAVATMAL, Maharashtra, 445001",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2144,19383,All India,"Government Medical College Satna ,Near Kendriya Vidyalaya No. 2, Kripalpur Satna, Madhya Pradesh, 485001",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2145,19393,All India,"Karwar Institute of Medical Sciences, Karwar,DISTR ICT HOSPITAL PREMISES, MG ROAD, KARWAR, Karnataka, 581301",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2146,19395,All India,"Indira Gandhi Medical College & RI, Puducherry,Va zhudavour Road, Kadirkamam, Puducherry, 605009",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,2147,19396,All India,"UNS AUTONOMOU S STATE MEDICAL COLLEGES, Jaunpur,UNS AUTONOMOU S STATE MEDICAL COLLEGE SIDDIQUEPU R SHAHGANJ ROAD JAUNPUR UP, Uttar Pradesh, 222003",MBBS,Open,OBC,Upgraded
