year,phase,serial_no,state_rank,candidate_category,allotted_category,college_code,college_name,course,seat_type,option_no,source_file
2025,4,219,33235,General,SM,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,SM,7,mbbs_p4_final.pdf
2025,4,220,33274,General,SM,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,SM,1,mbbs_p4_final.pdf
2025,4,221,33624,MU,MM,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",BDS,MM,10,mbbs_p4_final.pdf
2025,4,222,33797,SC,SC,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,SC,60,mbbs_p4_final.pdf
2025,4,223,33926,SC,SC,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,SC,14,mbbs_p4_final.pdf
2025,4,224,34023,MU,MM,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",BDS,MM,10,mbbs_p4_final.pdf
2025,4,225,34360,MU,MM,TRD,"Travancore DentalCollege, Kollam",BDS,MM,24,mbbs_p4_final.pdf
2025,4,226,34370,SC,SC,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,SC,2,mbbs_p4_final.pdf
2025,4,227,34540,SC,SC,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,SC,25,mbbs_p4_final.pdf
2025,4,228,34564,DV,DV,EID,"Educare Institute of Dental Sciences, Malappuram",BDS,DV,4,mbbs_p4_final.pdf
2025,4,229,34626,MU,MM,TRD,"Travancore DentalCollege, Kollam",BDS,MM,2,mbbs_p4_final.pdf
2025,4,230,34683,DV,DV,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",BDS,DV,19,mbbs_p4_final.pdf
2025,4,231,35061,DV,DV,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,DV,2,mbbs_p4_final.pdf
2025,4,232,35427,BH,BH,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,BH,3,mbbs_p4_final.pdf
2025,4,233,35520,MU,MM,KAD,"Kannur Dental College, Anjarakandy, Kannur",BDS,MM,2,mbbs_p4_final.pdf
2025,4,234,35643,DV,DV,TRD,"Travancore DentalCollege, Kollam",BDS,DV,3,mbbs_p4_final.pdf
2025,4,235,35680,MU,MM,KAD,"Kannur Dental College, Anjarakandy, Kannur",BDS,MM,38,mbbs_p4_final.pdf
2025,4,236,35923,MU,MM,KAD,"Kannur Dental College, Anjarakandy, Kannur",BDS,MM,5,mbbs_p4_final.pdf
2025,4,237,35995,ST,ST,IGD,"Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,ST,44,mbbs_p4_final.pdf
2025,4,238,36116,MU,MM,KAD,"Kannur Dental College, Anjarakandy, Kannur",BDS,MM,7,mbbs_p4_final.pdf
2025,4,239,36206,BH,BH,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",BDS,BH,9,mbbs_p4_final.pdf
2025,4,240,36225,MU,MM,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",BDS,MM,15,mbbs_p4_final.pdf
2025,4,241,36397,BH,BH,AAD,"Al Azhar Dental College, Thodupuzha",BDS,BH,1,mbbs_p4_final.pdf
2025,4,242,36699,MU,MM,KAD,"Kannur Dental College, Anjarakandy, Kannur",BDS,MM,2,mbbs_p4_final.pdf
2025,4,243,36756,BH,BH,AAD,"Al Azhar Dental College, Thodupuzha",BDS,BH,46,mbbs_p4_final.pdf
2025,4,244,37451,BH,BH,KAD,"Kannur Dental College, Anjarakandy, Kannur",BDS,BH,60,mbbs_p4_final.pdf
2025,4,245,37467,MU,MM,KAD,"Kannur Dental College, Anjarakandy, Kannur",BDS,MM,21,mbbs_p4_final.pdf
2025,4,246,38021,MU,MM,KAD,"Kannur Dental College, Anjarakandy, Kannur",BDS,MM,17,mbbs_p4_final.pdf
2025,4,247,38594,MU,MM,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",BDS,MM,19,mbbs_p4_final.pdf
2025,4,248,39603,VK,VK,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,VK,3,mbbs_p4_final.pdf
2025,4,249,40760,EZ,EZ,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",BDS,EZ,43,mbbs_p4_final.pdf
2025,4,250,41374,General,NR,KEM,"Kerala Medical College, Palakkad",MBBS,NR,12,mbbs_p4_final.pdf
2025,4,251,41904,EZ,NR,GMC,"Sree Gokulam Medical College, Venjaramoodu, TVPM",MBBS,NR,40,mbbs_p4_final.pdf
2025,4,252,41929,EZ,EZ,EID,"Educare Institute of Dental Sciences, Malappuram",BDS,EZ,18,mbbs_p4_final.pdf
2025,4,253,42897,VK,VK,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,VK,44,mbbs_p4_final.pdf
2025,4,254,43595,EZ,EZ,SVD,"Sri Sankara Dental College, Akathumuri, Varkala",BDS,EZ,5,mbbs_p4_final.pdf
2025,4,255,44363,KU,KU,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",BDS,KU,44,mbbs_p4_final.pdf
